UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature difference,Average Temperature,Power,Downtime_Hours,Maintenance_Cost
3917,L51096,1,302.6,311.6,1453,37.0,135,0,0,0,0,0,0,9.0,307.1,53761.0,0.08,630.91
3918,L51097,1,302.6,311.7,1542,34.1,137,0,0,0,0,0,0,9.099999999999966,307.15,52582.200000000004,0.13,835.75
3919,M18778,2,302.5,311.5,1358,52.7,139,0,0,0,0,0,0,9.0,307.0,71566.6,0.27,1070.98
3920,H33333,0,302.5,311.5,1655,32.3,142,0,0,0,0,0,0,9.0,307.0,53456.49999999999,0.02,727.2
3921,L51100,1,302.6,311.5,1885,27.5,147,0,0,0,0,0,0,8.899999999999977,307.05,51837.5,0.12,806.3
3922,L51101,1,302.7,311.5,1494,41.4,149,0,0,0,0,0,0,8.800000000000011,307.1,61851.6,0.23,788.58
3923,M18782,2,302.6,311.4,1757,29.5,151,0,0,0,0,0,0,8.799999999999955,307.0,51831.5,0.22,865.93
3924,M18783,2,302.6,311.4,1718,31.2,154,0,0,0,0,0,0,8.799999999999955,307.0,53601.6,0.26,798.09
3925,M18784,2,302.5,311.4,1636,35.0,157,0,0,0,0,0,0,8.899999999999977,306.95,57260.0,0.22,1115.48
3926,L51105,1,302.6,311.6,1638,29.6,160,0,0,0,0,0,0,9.0,307.1,48484.8,0.28,1200.91
3927,L51106,1,302.6,311.5,1609,36.0,162,0,0,0,0,0,0,8.899999999999977,307.05,57924.0,0.15,953.93
3928,H33341,0,302.7,311.5,1556,35.0,164,0,0,0,0,0,0,8.800000000000011,307.1,54460.0,0.19,1076.22
3929,L51108,1,302.6,311.5,1442,59.8,169,1,0,0,1,0,0,8.899999999999977,307.05,86231.59999999999,4.85,5826.43
3930,M18789,2,302.7,311.6,1501,38.8,171,0,0,0,0,0,0,8.900000000000034,307.15,58238.799999999996,0.21,1080.18
3931,M18790,2,302.6,311.6,2041,19.2,174,0,0,0,0,0,0,9.0,307.1,39187.2,0.03,1109.04
3932,M18791,2,302.7,311.7,1784,25.1,177,0,0,0,0,0,0,9.0,307.2,44778.4,0.11,841.43
3933,L51112,1,302.6,311.6,1953,22.4,180,0,0,0,0,0,0,9.0,307.1,43747.2,0.17,1017.7
3934,L51113,1,302.6,311.6,1576,34.7,182,0,0,0,0,0,0,9.0,307.1,54687.200000000004,0.23,1069.84
3935,M18794,2,302.6,311.6,1518,39.0,184,0,0,0,0,0,0,9.0,307.1,59202.0,0.16,1177.09
3936,M18795,2,302.6,311.6,1227,68.2,187,1,0,0,0,1,0,9.0,307.1,83681.40000000001,8.17,8889.88
3937,L51116,1,302.5,311.5,1985,18.8,190,0,0,0,0,0,0,9.0,307.0,37318.0,0.25,1417.2
3938,L51117,1,302.5,311.5,1802,26.4,192,0,0,0,0,0,0,9.0,307.0,47572.799999999996,0.08,1124.27
3939,L51118,1,302.5,311.5,1603,32.4,194,0,0,0,0,0,0,9.0,307.0,51937.2,0.18,1412.54
3940,L51119,1,302.5,311.6,1400,54.0,196,0,0,0,0,0,0,9.100000000000023,307.05,75600.0,0.17,1143.91
3941,L51120,1,302.3,311.5,1395,54.2,198,0,0,0,0,0,0,9.199999999999989,306.9,75609.0,0.07,977.45
3942,L51121,1,302.2,311.4,1987,19.9,200,0,0,0,0,0,0,9.199999999999989,306.79999999999995,39541.299999999996,0.15,1248.57
3943,M18802,2,302.2,311.4,1398,47.2,202,0,0,0,0,0,0,9.199999999999989,306.79999999999995,65985.6,0.16,1324.58
3944,L51123,1,302.3,311.4,1333,66.7,205,1,0,0,1,1,0,9.099999999999966,306.85,88911.1,6.56,7477.84
3945,L51124,1,302.2,311.2,1381,49.4,207,0,0,0,0,0,0,9.0,306.7,68221.4,0.14,875.36
3946,L51125,1,302.2,311.3,1570,36.1,0,0,0,0,0,0,0,9.100000000000023,306.75,56677.0,0.02,0.0
3947,M18806,2,302.2,311.3,1658,31.0,2,0,0,0,0,0,0,9.100000000000023,306.75,51398.0,0.15,199.21
3948,H33361,0,302.2,311.3,1749,29.2,5,0,0,0,0,0,0,9.100000000000023,306.75,51070.799999999996,0.25,506.03
3949,M18808,2,302.2,311.3,1510,37.1,10,0,0,0,0,0,0,9.100000000000023,306.75,56021.0,0.17,24.87
3950,L51129,1,302.3,311.5,1384,50.8,13,0,0,0,0,0,0,9.199999999999989,306.9,70307.2,0.1,124.15
3951,L51130,1,302.3,311.4,1570,37.2,15,0,0,0,0,0,0,9.099999999999966,306.85,58404.00000000001,0.28,302.73
3952,M18811,2,302.3,311.4,1571,32.7,17,0,0,0,0,0,0,9.099999999999966,306.85,51371.700000000004,0.05,423.08
3953,L51132,1,302.3,311.4,1476,37.3,20,0,0,0,0,0,0,9.099999999999966,306.85,55054.799999999996,0.1,538.8
3954,M18813,2,302.3,311.4,1484,39.5,22,0,0,0,0,0,0,9.099999999999966,306.85,58618.0,0.13,303.67
3955,M18814,2,302.3,311.4,1909,23.2,25,0,0,0,0,0,0,9.099999999999966,306.85,44288.799999999996,0.22,479.7
3956,L51135,1,302.3,311.5,1448,49.6,28,0,0,0,0,0,0,9.199999999999989,306.9,71820.8,0.25,520.53
3957,M18816,2,302.3,311.4,1500,40.2,30,0,0,0,0,0,0,9.099999999999966,306.85,60300.00000000001,0.02,0.0
3958,L51137,1,302.2,311.4,1510,44.9,33,0,0,0,0,0,0,9.199999999999989,306.79999999999995,67799.0,0.24,509.78
3959,L51138,1,302.2,311.3,1378,55.5,35,0,0,0,0,0,0,9.100000000000023,306.75,76479.0,0.22,242.06
3960,M18819,2,302.2,311.4,1538,37.4,37,0,0,0,0,0,0,9.199999999999989,306.79999999999995,57521.2,0.27,429.27
3961,L51140,1,302.2,311.4,1390,48.1,40,0,0,0,0,0,0,9.199999999999989,306.79999999999995,66859.0,0.27,640.96
3962,M18821,2,302.2,311.4,1642,32.1,42,0,0,0,0,0,0,9.199999999999989,306.79999999999995,52708.200000000004,0.23,452.14
3963,L51142,1,302.4,311.5,1785,24.8,45,0,0,0,0,0,0,9.100000000000023,306.95,44268.0,0.06,450.37
3964,H33377,0,302.3,311.5,1526,38.2,47,0,0,0,0,0,0,9.199999999999989,306.9,58293.200000000004,0.09,519.89
3965,M18824,2,302.3,311.6,1668,33.2,52,0,0,0,0,0,0,9.300000000000011,306.95000000000005,55377.600000000006,0.28,276.46
3966,L51145,1,302.3,311.5,1507,37.5,55,0,0,0,0,0,0,9.199999999999989,306.9,56512.5,0.18,128.35
3967,L51146,1,302.3,311.5,1530,37.8,57,0,0,0,0,0,0,9.199999999999989,306.9,57833.99999999999,0.16,619.31
3968,M18827,2,302.3,311.4,1479,45.6,59,0,0,0,0,0,0,9.099999999999966,306.85,67442.40000000001,0.27,745.36
3969,M18828,2,302.3,311.4,1418,41.3,62,0,0,0,0,0,0,9.099999999999966,306.85,58563.399999999994,0.26,608.49
3970,L51149,1,302.3,311.4,1504,38.7,65,0,0,0,0,0,0,9.099999999999966,306.85,58204.8,0.22,603.83
3971,M18830,2,302.3,311.4,1345,47.6,67,0,0,0,0,0,0,9.099999999999966,306.85,64022.0,0.26,728.96
3972,H33385,0,302.2,311.4,1625,35.4,70,0,0,0,0,0,0,9.199999999999989,306.79999999999995,57525.0,0.03,511.16
3973,L51152,1,302.3,311.4,1511,34.7,75,0,0,0,0,0,0,9.099999999999966,306.85,52431.700000000004,0.23,559.37
3974,L51153,1,302.3,311.4,1535,41.8,77,0,0,0,0,0,0,9.099999999999966,306.85,64162.99999999999,0.29,818.38
3975,L51154,1,302.4,311.5,1505,37.9,79,0,0,0,0,0,0,9.100000000000023,306.95,57039.5,0.01,353.03
3976,H33389,0,302.4,311.5,1540,43.7,81,0,0,0,0,0,0,9.100000000000023,306.95,67298.0,0.07,511.53
3977,H33390,0,302.3,311.4,1372,46.0,86,0,0,0,0,0,0,9.099999999999966,306.85,63112.0,0.24,700.0
3978,M18837,2,302.2,311.3,1510,36.6,91,0,0,0,0,0,0,9.100000000000023,306.75,55266.0,0.16,486.08
3979,L51158,1,302.2,311.3,1382,46.4,94,0,0,0,0,0,0,9.100000000000023,306.75,64124.799999999996,0.03,388.55
3980,L51159,1,302.3,311.3,1439,41.8,96,0,0,0,0,0,0,9.0,306.8,60150.2,0.08,895.12
3981,M18840,2,302.2,311.3,1375,47.0,98,0,0,0,0,0,0,9.100000000000023,306.75,64625.0,0.1,456.22
3982,M18841,2,302.2,311.3,1931,21.9,101,0,0,0,0,0,0,9.100000000000023,306.75,42288.899999999994,0.1,660.49
3983,L51162,1,302.2,311.3,1475,48.6,104,0,0,0,0,0,0,9.100000000000023,306.75,71685.0,0.26,866.97
3984,L51163,1,302.2,311.3,1389,46.9,106,0,0,0,0,0,0,9.100000000000023,306.75,65144.1,0.2,721.87
3985,L51164,1,302.3,311.3,1652,32.8,108,0,0,0,0,0,0,9.0,306.8,54185.6,0.22,860.72
3986,L51165,1,302.3,311.2,1386,50.3,110,0,0,0,0,0,0,8.899999999999977,306.75,69715.8,0.0,599.35
3987,M18846,2,302.2,311.3,1577,29.8,112,0,0,0,0,0,0,9.100000000000023,306.75,46994.6,0.13,559.46
3988,M18847,2,302.3,311.3,1444,43.1,115,0,0,0,0,0,0,9.0,306.8,62236.4,0.1,755.52
3989,L51168,1,302.2,311.3,1554,40.2,118,0,0,0,0,0,0,9.100000000000023,306.75,62470.8,0.26,768.29
3990,L51169,1,302.2,311.3,1602,32.8,120,0,0,0,0,0,0,9.100000000000023,306.75,52545.6,0.29,1151.1
3991,H33404,0,302.2,311.2,1692,28.2,122,0,0,0,0,0,0,9.0,306.7,47714.4,0.13,804.37
3992,L51171,1,302.3,311.3,1682,34.4,127,0,0,0,0,0,0,9.0,306.8,57860.799999999996,0.29,819.98
3993,L51172,1,302.3,311.3,1614,34.1,129,0,0,0,0,0,0,9.0,306.8,55037.4,0.0,696.34
3994,L51173,1,302.3,311.3,1324,47.8,131,0,0,0,0,0,0,9.0,306.8,63287.2,0.1,616.27
3995,L51174,1,302.3,311.4,1434,40.3,133,0,0,0,0,0,0,9.099999999999966,306.85,57790.2,0.23,933.67
3996,L51175,1,302.3,311.3,1621,31.6,135,0,0,0,0,0,0,9.0,306.8,51223.600000000006,0.11,751.15
3997,M18856,2,302.3,311.3,1625,33.1,137,0,0,0,0,0,0,9.0,306.8,53787.5,0.28,840.97
3998,L51177,1,302.2,311.1,1394,53.7,140,0,0,0,0,0,0,8.900000000000034,306.65,74857.8,0.07,644.08
3999,L51178,1,302.1,311.0,1586,35.1,142,0,0,0,0,0,0,8.899999999999977,306.55,55668.600000000006,0.24,1315.24
4000,L51179,1,302.0,311.0,1420,45.9,144,0,0,0,0,0,0,9.0,306.5,65178.0,0.06,793.71
4001,L51180,1,302.1,311.2,1422,50.3,146,0,0,0,0,0,0,9.099999999999966,306.65,71526.59999999999,0.06,725.24
4002,H33415,0,302.1,311.2,1598,37.9,148,0,0,0,0,0,0,9.099999999999966,306.65,60564.2,0.13,779.26
4003,L51182,1,302.1,311.2,1454,59.2,153,1,0,0,1,0,0,9.099999999999966,306.65,86076.8,6.22,7055.67
4004,L51183,1,302.1,311.2,1519,39.3,155,0,0,0,0,0,0,9.099999999999966,306.65,59696.7,0.18,859.23
4005,L51184,1,302.0,311.1,1373,55.7,157,0,0,0,0,0,0,9.100000000000023,306.55,76476.1,0.19,810.81
4006,M18865,2,302.0,311.1,1406,48.8,159,0,0,0,0,0,0,9.100000000000023,306.55,68612.8,0.0,790.14
4007,L51186,1,302.1,311.2,1492,45.0,162,0,0,0,0,0,0,9.099999999999966,306.65,67140.0,0.02,824.0
4008,L51187,1,302.1,311.2,1369,50.8,164,0,0,0,0,0,0,9.099999999999966,306.65,69545.2,0.02,777.44
4009,M18868,2,302.2,311.2,1471,41.9,166,0,0,0,0,0,0,9.0,306.7,61634.9,0.25,946.31
4010,L51189,1,302.2,311.2,1630,36.0,169,0,0,0,0,0,0,9.0,306.7,58680.0,0.07,856.35
4011,M18870,2,302.1,311.1,1605,37.6,171,0,0,0,0,0,0,9.0,306.6,60348.0,0.1,884.55
4012,L51191,1,302.2,311.1,1447,52.1,174,0,0,0,0,0,0,8.900000000000034,306.65,75388.7,0.18,958.75
4013,M18872,2,302.2,311.2,1360,52.8,176,0,0,0,0,0,0,9.0,306.7,71808.0,0.18,1101.48
4014,M18873,2,302.2,311.1,1728,34.0,179,0,0,0,0,0,0,8.900000000000034,306.65,58752.0,0.12,1348.93
4015,L51194,1,302.1,311.0,1740,30.8,182,0,0,0,0,0,0,8.899999999999977,306.55,53592.0,0.0,1109.76
4016,L51195,1,302.1,310.9,1477,41.4,184,0,0,0,0,0,0,8.799999999999955,306.5,61147.799999999996,0.13,1341.29
4017,L51196,1,302.1,310.9,1658,30.3,186,0,0,0,0,0,0,8.799999999999955,306.5,50237.4,0.22,1064.85
4018,L51197,1,302.0,310.8,1902,23.4,188,0,0,0,0,0,0,8.800000000000011,306.4,44506.799999999996,0.07,1261.2
4019,M18878,2,302.0,310.8,1783,23.1,190,0,0,0,0,0,0,8.800000000000011,306.4,41187.3,0.21,1194.09
4020,M18879,2,302.0,310.9,1558,45.3,193,0,0,0,0,0,0,8.899999999999977,306.45,70577.4,0.0,1112.95
4021,L51200,1,302.1,311.0,1351,49.5,196,0,0,0,0,0,0,8.899999999999977,306.55,66874.5,0.27,1318.66
4022,H33435,0,302.1,310.9,1452,42.5,198,0,0,0,0,0,0,8.799999999999955,306.5,61710.0,0.29,1228.51
4023,L51202,1,302.1,310.9,1666,30.7,203,0,0,0,0,0,0,8.799999999999955,306.5,51146.2,0.0,1122.92
4024,L51203,1,302.1,311.0,1364,50.0,205,0,0,0,0,0,0,8.899999999999977,306.55,68200.0,0.14,1237.74
4025,M18884,2,302.1,311.0,1351,60.3,207,1,0,0,0,1,0,8.899999999999977,306.55,81465.3,7.29,8059.77
4026,H33439,0,302.1,311.0,1729,26.1,210,0,0,0,0,0,0,8.899999999999977,306.55,45126.9,0.25,1281.38
4027,M18886,2,302.1,311.0,1574,34.1,215,0,0,0,0,0,0,8.899999999999977,306.55,53673.4,0.16,1365.86
4028,L51207,1,302.0,311.0,1566,37.8,218,0,0,0,0,0,0,9.0,306.5,59194.799999999996,0.18,1311.61
4029,L51208,1,302.0,310.9,1455,43.2,220,0,0,0,0,0,0,8.899999999999977,306.45,62856.00000000001,0.06,1230.42
4030,H33443,0,302.0,310.9,1679,29.0,222,0,0,0,0,0,0,8.899999999999977,306.45,48691.0,0.02,1017.29
4031,L51210,1,302.0,310.8,2143,17.3,227,0,0,0,0,0,0,8.800000000000011,306.4,37073.9,0.21,1383.43
4032,L51211,1,302.0,310.8,1447,42.7,229,0,0,0,0,0,0,8.800000000000011,306.4,61786.9,0.19,1320.55
4033,L51212,1,302.0,310.8,1383,50.3,231,1,0,0,0,1,0,8.800000000000011,306.4,69564.9,8.47,9594.48
4034,L51213,1,302.1,310.8,1772,27.1,233,0,0,0,0,0,0,8.699999999999989,306.45000000000005,48021.200000000004,0.25,1313.11
4035,L51214,1,302.0,310.8,1615,29.0,235,1,1,0,0,0,0,8.800000000000011,306.4,46835.0,1.42,2732.23
4036,L51215,1,302.0,310.8,1454,36.6,0,0,0,0,0,0,0,8.800000000000011,306.4,53216.4,0.16,211.82
4037,L51216,1,302.0,310.8,1445,49.1,2,0,0,0,0,0,0,8.800000000000011,306.4,70949.5,0.27,316.68
4038,M18897,2,302.0,310.8,1609,35.2,4,0,0,0,0,0,0,8.800000000000011,306.4,56636.8,0.24,567.62
4039,L51218,1,302.0,310.9,1546,34.4,7,0,0,0,0,0,0,8.899999999999977,306.45,53182.399999999994,0.26,366.07
4040,L51219,1,301.9,310.8,1567,39.3,9,0,0,0,0,0,0,8.900000000000034,306.35,61583.1,0.3,525.07
4041,L51220,1,302.0,310.8,1767,27.4,11,0,0,0,0,0,0,8.800000000000011,306.4,48415.799999999996,0.12,215.94
4042,L51221,1,302.0,310.9,1539,34.2,13,0,0,0,0,0,0,8.899999999999977,306.45,52633.8,0.22,232.03
4043,L51222,1,302.0,310.9,1564,39.0,15,0,0,0,0,0,0,8.899999999999977,306.45,60996.0,0.21,126.13
4044,M18903,2,302.0,310.8,1445,46.3,17,0,0,0,0,0,0,8.800000000000011,306.4,66903.5,0.05,171.21
4045,M18904,2,301.9,310.9,1419,47.7,20,1,0,0,0,0,0,9.0,306.4,67686.3,0.19,0.0
4046,M18905,2,301.8,310.9,1881,20.9,23,0,0,0,0,0,0,9.099999999999966,306.35,39312.899999999994,0.13,285.87
4047,M18906,2,301.9,310.9,1421,46.2,26,0,0,0,0,0,0,9.0,306.4,65650.2,0.14,317.31
4048,L51227,1,301.9,311.0,1455,46.0,29,0,0,0,0,0,0,9.100000000000023,306.45,66930.0,0.05,162.36
4049,L51228,1,301.9,311.0,2691,12.1,31,1,0,0,1,0,0,9.100000000000023,306.45,32561.1,5.86,6001.15
4050,L51229,1,301.8,310.8,1505,41.2,33,0,0,0,0,0,0,9.0,306.3,62006.00000000001,0.21,187.32
4051,L51230,1,301.8,310.8,1456,46.6,35,0,0,0,0,0,0,9.0,306.3,67849.6,0.16,542.84
4052,L51231,1,301.8,310.8,1383,46.4,37,0,0,0,0,0,0,9.0,306.3,64171.2,0.05,184.41
4053,M18912,2,301.9,310.8,1563,39.2,39,0,0,0,0,0,0,8.900000000000034,306.35,61269.600000000006,0.17,219.19
4054,M18913,2,301.9,310.9,2305,16.1,42,0,0,0,0,0,0,9.0,306.4,37110.5,0.03,321.7
4055,M18914,2,301.9,310.9,1456,43.6,45,0,0,0,0,0,0,9.0,306.4,63481.6,0.1,341.61
4056,L51235,1,302.0,311.0,1865,22.7,48,0,0,0,0,0,0,9.0,306.5,42335.5,0.11,296.25
4057,L51236,1,301.9,310.9,1597,36.9,50,0,0,0,0,0,0,9.0,306.4,58929.299999999996,0.27,450.39
4058,L51237,1,302.0,310.9,1495,38.6,52,0,0,0,0,0,0,8.899999999999977,306.45,57707.0,0.12,379.15
4059,M18918,2,302.0,310.9,1456,47.2,54,0,0,0,0,0,0,8.899999999999977,306.45,68723.2,0.18,651.87
4060,L51239,1,301.9,310.8,1465,44.3,57,0,0,0,0,0,0,8.900000000000034,306.35,64899.49999999999,0.26,615.43
4061,M18920,2,302.0,310.9,1352,55.5,59,0,0,0,0,0,0,8.899999999999977,306.45,75036.0,0.13,419.84
4062,L51241,1,301.9,310.8,1906,21.7,62,0,0,0,0,0,0,8.900000000000034,306.35,41360.2,0.27,707.87
4063,L51242,1,302.0,310.9,1446,44.0,64,0,0,0,0,0,0,8.899999999999977,306.45,63624.0,0.04,364.13
4064,L51243,1,302.0,310.8,1948,19.7,66,0,0,0,0,0,0,8.800000000000011,306.4,38375.6,0.11,500.23
4065,L51244,1,301.9,310.7,1480,47.1,68,0,0,0,0,0,0,8.800000000000011,306.29999999999995,69708.0,0.03,392.67
4066,M18925,2,301.9,310.7,1511,37.6,70,0,0,0,0,0,0,8.800000000000011,306.29999999999995,56813.6,0.17,608.47
4067,M18926,2,301.9,310.7,1472,47.0,73,0,0,0,0,0,0,8.800000000000011,306.29999999999995,69184.0,0.29,588.38
4068,L51247,1,301.9,310.7,1429,51.0,76,0,0,0,0,0,0,8.800000000000011,306.29999999999995,72879.0,0.2,409.1
4069,L51248,1,301.9,310.7,1405,48.8,78,0,0,0,0,0,0,8.800000000000011,306.29999999999995,68564.0,0.19,716.03
4070,M18929,2,301.9,310.7,1405,47.9,80,0,0,0,0,0,0,8.800000000000011,306.29999999999995,67299.5,0.08,705.74
4071,L51250,1,302.0,310.7,1348,58.1,83,0,0,0,0,0,0,8.699999999999989,306.35,78318.8,0.28,531.22
4072,L51251,1,301.9,310.6,1331,68.6,85,1,0,0,1,0,0,8.700000000000045,306.25,91306.59999999999,5.87,6321.89
4073,L51252,1,301.9,310.6,1610,33.4,87,0,0,0,0,0,0,8.700000000000045,306.25,53774.0,0.08,447.67
4074,M18933,2,301.9,310.6,1412,46.5,89,0,0,0,0,0,0,8.700000000000045,306.25,65658.0,0.3,877.51
4075,L51254,1,302.0,310.7,1453,42.7,92,0,0,0,0,0,0,8.699999999999989,306.35,62043.100000000006,0.13,627.0
4076,L51255,1,302.0,310.6,1583,38.9,94,0,0,0,0,0,0,8.600000000000023,306.3,61578.7,0.11,1079.12
4077,M18936,2,302.0,310.6,1539,37.4,96,0,0,0,0,0,0,8.600000000000023,306.3,57558.6,0.01,444.78
4078,L51257,1,302.0,310.5,1635,39.8,99,0,0,0,0,0,0,8.5,306.25,65072.99999999999,0.05,775.59
4079,H33492,0,302.1,310.7,1294,62.4,101,1,0,1,0,0,0,8.599999999999966,306.4,80745.59999999999,3.68,4430.19
4080,L51259,1,302.0,310.5,1978,22.0,106,0,0,0,0,0,0,8.5,306.25,43516.0,0.14,750.04
4081,L51260,1,302.0,310.4,1357,58.0,108,1,0,1,0,0,0,8.399999999999977,306.2,78706.0,4.89,5435.56
4082,L51261,1,302.0,310.4,1336,58.2,110,1,0,1,0,0,0,8.399999999999977,306.2,77755.2,4.69,5254.23
4083,L51262,1,302.0,310.4,1568,39.2,112,0,0,0,0,0,0,8.399999999999977,306.2,61465.600000000006,0.18,741.53
4084,M18943,2,302.0,310.4,1567,36.4,114,0,0,0,0,0,0,8.399999999999977,306.2,57038.799999999996,0.22,959.99
4085,L51264,1,302.0,310.4,1611,35.6,117,0,0,0,0,0,0,8.399999999999977,306.2,57351.600000000006,0.19,644.1
4086,H33499,0,302.0,310.5,1841,23.6,119,0,0,0,0,0,0,8.5,306.25,43447.600000000006,0.16,730.85
4087,L51266,1,302.0,310.5,1567,36.1,124,0,0,0,0,0,0,8.5,306.25,56568.700000000004,0.17,747.67
4088,L51267,1,301.9,310.4,1376,54.9,126,1,0,1,0,0,0,8.5,306.15,75542.4,2.63,3001.07
4089,L51268,1,301.9,310.5,1477,42.4,128,0,0,0,0,0,0,8.600000000000023,306.2,62624.799999999996,0.26,1028.84
4090,M18949,2,301.9,310.5,1590,40.3,130,0,0,0,0,0,0,8.600000000000023,306.2,64076.99999999999,0.1,909.44
4091,L51270,1,302.0,310.5,2197,15.8,133,0,0,0,0,0,0,8.5,306.25,34712.6,0.14,709.87
4092,M18951,2,302.0,310.4,1595,32.9,135,0,0,0,0,0,0,8.399999999999977,306.2,52475.5,0.19,1019.52
4093,H33506,0,302.0,310.5,1812,24.4,138,0,0,0,0,0,0,8.5,306.25,44212.799999999996,0.09,542.45
4094,M18953,2,302.0,310.5,1573,32.1,143,0,0,0,0,0,0,8.5,306.25,50493.3,0.05,768.59
4095,L51274,1,302.0,310.5,1651,30.9,146,0,0,0,0,0,0,8.5,306.25,51015.899999999994,0.29,1001.06
4096,H33509,0,302.0,310.5,1459,43.2,148,0,0,0,0,0,0,8.5,306.25,63028.8,0.06,813.16
4097,L51276,1,301.9,310.4,1370,51.7,153,1,0,1,0,0,0,8.5,306.15,70829.0,4.44,5217.38
4098,L51277,1,301.9,310.4,1518,34.1,155,0,0,0,0,0,0,8.5,306.15,51763.8,0.19,953.44
4099,L51278,1,302.0,310.3,1648,29.6,157,0,0,0,0,0,0,8.300000000000011,306.15,48780.8,0.02,746.83
4100,L51279,1,302.0,310.4,1464,47.2,159,0,0,0,0,0,0,8.399999999999977,306.2,69100.8,0.01,788.69
4101,L51280,1,302.0,310.4,1895,23.2,161,0,0,0,0,0,0,8.399999999999977,306.2,43964.0,0.02,1029.48
4102,L51281,1,301.9,310.4,1884,23.4,163,0,0,0,0,0,0,8.5,306.15,44085.6,0.04,768.19
4103,L51282,1,302.0,310.4,1450,46.6,165,0,0,0,0,0,0,8.399999999999977,306.2,67570.0,0.13,1293.3
4104,L51283,1,302.0,310.4,1448,43.4,167,0,0,0,0,0,0,8.399999999999977,306.2,62843.2,0.25,989.73
4105,L51284,1,302.1,310.5,1389,49.6,169,0,0,0,0,0,0,8.399999999999977,306.3,68894.40000000001,0.1,981.01
4106,L51285,1,302.0,310.6,1583,35.2,171,0,0,0,0,0,0,8.600000000000023,306.3,55721.600000000006,0.13,1070.68
4107,L51286,1,301.9,310.5,1425,51.1,173,0,0,0,0,0,0,8.600000000000023,306.2,72817.5,0.18,1001.24
4108,L51287,1,302.0,310.5,1809,27.1,175,0,0,0,0,0,0,8.5,306.25,49023.9,0.09,1172.35
4109,L51288,1,301.9,310.5,1892,21.8,177,0,0,0,0,0,0,8.600000000000023,306.2,41245.6,0.13,1096.78
4110,M18969,2,301.9,310.6,1475,47.8,179,0,0,0,0,0,0,8.700000000000045,306.25,70505.0,0.12,984.26
4111,L51290,1,302.0,310.6,1361,46.7,182,0,0,0,0,0,0,8.600000000000023,306.3,63558.700000000004,0.1,1215.69
4112,M18971,2,302.0,310.6,1563,41.0,184,0,0,0,0,0,0,8.600000000000023,306.3,64083.0,0.12,887.68
4113,H33526,0,301.9,310.5,1472,39.7,187,0,0,0,0,0,0,8.600000000000023,306.2,58438.4,0.0,850.18
4114,L51293,1,302.0,310.6,1325,55.3,192,0,0,0,0,0,0,8.600000000000023,306.3,73272.5,0.27,1314.39
4115,L51294,1,302.0,310.6,1358,53.1,194,0,0,0,0,0,0,8.600000000000023,306.3,72109.8,0.29,1380.22
4116,H33529,0,302.0,310.6,1346,54.7,196,0,0,0,0,0,0,8.600000000000023,306.3,73626.2,0.26,1288.39
4117,M18976,2,302.0,310.5,1381,58.4,201,0,0,0,0,0,0,8.5,306.25,80650.4,0.0,985.92
4118,L51297,1,301.9,310.5,1340,55.7,204,1,0,0,0,1,0,8.600000000000023,306.2,74638.0,8.78,9762.28
4119,L51298,1,302.0,310.6,1366,47.7,206,0,0,0,0,0,0,8.600000000000023,306.3,65158.200000000004,0.17,1369.71
4120,L51299,1,302.1,310.7,1325,45.1,208,1,0,1,0,0,0,8.599999999999966,306.4,59757.5,3.41,4486.06
4121,M18980,2,302.1,310.7,1376,46.3,210,1,0,1,0,0,0,8.599999999999966,306.4,63708.799999999996,3.48,4399.16
4122,M18981,2,302.1,310.7,1364,47.8,213,1,0,1,0,0,0,8.599999999999966,306.4,65199.2,4.59,5515.51
4123,L51302,1,302.2,310.6,1462,43.6,0,0,0,0,0,0,0,8.400000000000034,306.4,63743.200000000004,0.04,267.02
4124,M18983,2,302.1,310.6,1517,38.9,2,0,0,0,0,0,0,8.5,306.35,59011.299999999996,0.29,192.19
4125,L51304,1,302.1,310.6,1385,53.6,5,0,0,0,0,0,0,8.5,306.35,74236.0,0.04,105.91
4126,L51305,1,302.1,310.6,1439,40.0,7,0,0,0,0,0,0,8.5,306.35,57560.0,0.14,377.64
4127,M18986,2,302.0,310.6,1623,34.3,9,0,0,0,0,0,0,8.600000000000023,306.3,55668.899999999994,0.05,176.32
4128,H33541,0,302.0,310.6,1438,43.2,12,0,0,0,0,0,0,8.600000000000023,306.3,62121.600000000006,0.05,0.0
4129,L51308,1,301.9,310.4,1708,24.8,17,0,0,0,0,0,0,8.5,306.15,42358.4,0.29,222.65
4130,M18989,2,301.8,310.3,1666,32.7,19,0,0,0,0,0,0,8.5,306.05,54478.200000000004,0.17,545.48
4131,L51310,1,301.9,310.4,1286,62.8,22,1,0,1,0,0,0,8.5,306.15,80760.8,4.81,4763.83
4132,L51311,1,301.9,310.3,1485,46.3,24,0,0,0,0,0,0,8.400000000000034,306.1,68755.5,0.23,267.01
4133,M18992,2,301.8,310.3,1409,52.5,26,0,0,0,0,0,0,8.5,306.05,73972.5,0.26,445.88
4134,L51313,1,301.8,310.3,1765,27.3,29,0,0,0,0,0,0,8.5,306.05,48184.5,0.28,392.17
4135,L51314,1,301.8,310.3,1688,28.8,31,0,0,0,0,0,0,8.5,306.05,48614.4,0.28,521.07
